id,c_claveunidad,nombre,descripcion,nota,fecha_de_inicio_de_vigencia,fecha_de_fin_de_vigencia,simbolo
catalogos_clave_unidad1099,HL,Cien pies (lineal),,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",2017-07-26,,
catalogos_clave_unidad1100,HLT,Hectolitro,"Es una unidad de volumen equivalente a cien litros, representado por el símbolo hl. Es el segundo múltiplo del litro y también equivale a 100 decímetros cúbicos (0,1 metros cúbicos).",,2017-01-01,,hl
catalogos_clave_unidad1101,HM,Milla por hora (milla estatal),,,2017-01-01,,mile/h
catalogos_clave_unidad1102,HMQ,Millones de metros cúbicos,Unidad de volumen igual a un millón de metros cúbicos.,,2017-01-01,,Mm³
catalogos_clave_unidad1103,HMT,Hectómetro,Es una unidad de longitud. Equivale a 100 metros. Hecto es el prefijo para 100 en el Sistema Internacional de Unidades.,,2017-01-01,,hm
catalogos_clave_unidad1104,HN,Milímetro convencional de mercurio,,Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.,2017-07-26,,Mm Hg
catalogos_clave_unidad1105,HO,Cien onzas troy,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",2017-07-26,,
catalogos_clave_unidad1106,HP,Milímetro convencional de agua,,Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.,2017-07-26,,Mm H $ ₂ $ O
catalogos_clave_unidad1107,HPA,Hectolitro de alcohol puro,Unidad de volumen igual a cien litros de alcohol puro.,,2017-01-01,,
catalogos_clave_unidad1108,HS,Cien pies cuadrados,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",2017-07-26,,
catalogos_clave_unidad1109,HT,media hora,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",2017-07-26,,
catalogos_clave_unidad1110,HTZ,Hertz,"Unidad de frecuencia del Sistema Internacional, de símbolo Hz, que equivale a la frecuencia de un fenómeno periódico cuyo período es 1 segundo.",,2017-01-01,,Hz
catalogos_clave_unidad1111,HUR,Hora,Es una unidad de tiempo que se corresponde con la vigésimo-cuarta parte de un día solar medio.,,2017-01-01,,h
catalogos_clave_unidad1112,HY,Cien yardas,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",2017-07-26,,
catalogos_clave_unidad1113,IA,Pulgada libra,,,2017-01-01,,in·lb
catalogos_clave_unidad1114,IC,Contar por pulgada,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",2017-07-26,,
catalogos_clave_unidad1115,IE,Personas,Unidad de conteo que define el número de personas.,,2017-01-01,,
catalogos_clave_unidad1116,IF,Pulgadas de agua,Use una pulgada de agua (código común F78),"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",2017-07-26,,
catalogos_clave_unidad1117,II,Columna pulgada,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",2017-07-26,,
catalogos_clave_unidad1118,IM,Impresión,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",2017-07-26,,
catalogos_clave_unidad1119,INH,Pulgada,"Es una unidad de longitud antropométrica que equivale al ancho de la primera falange del pulgar, y más específicamente a su falange distal.",,2017-01-01,,in
catalogos_clave_unidad1120,INK,Pulgada cuadrada,"Es una unidad de medida imperial, equivalente a la superficie de un cuadrado cuyo lado posee 1 pulgada de longitud (2,54 centímetros).",,2017-01-01,,in²
catalogos_clave_unidad1121,INQ,Pulgada cúbica,Sinónimo: pulgada cuadrada,,2017-01-01,,in³
catalogos_clave_unidad1122,IP,póliza de seguros,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",2017-07-26,,
catalogos_clave_unidad1123,ISD,Grado internacional de azúcar,"Unidad de medida que define el contenido de azúcar de una solución, expresada en grados.",,2017-01-01,,
catalogos_clave_unidad1124,IT,Recuento por centímetro,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",2017-07-26,,
catalogos_clave_unidad1125,IU,Pulgada por segundo,,,2017-01-01,,in/s
catalogos_clave_unidad1126,IV,Pulgada por segundo al cuadrado,,,2017-01-01,,in/s²
catalogos_clave_unidad1127,J10,Por ciento por milímetro,"Unidad de proporción, igual a 0,01, en relación a un milímetro.",,2017-01-01,,%/mm
catalogos_clave_unidad1128,J12,Por mille por psi,Unidad de presión igual a una milésima de psi (libra-fuerza por pulgada cuadrada).,,2017-01-01,,‰/psi
catalogos_clave_unidad1129,J13,Grado api,Unidad de densidad relativa como una medida de cuán pesado o ligero es un líquido de petróleo comparado con agua (API: American Petroleum Institute).,,2017-01-01,,°API
catalogos_clave_unidad1130,J14,Grado baume (escala de origen),Unidad tradicional de densidad relativa para líquidos. Nombrado en honor de Antoine Baumé.,,2017-01-01,,°Bé
catalogos_clave_unidad1131,J15,Grado baume (us pesado),Unidad de densidad relativa para líquidos más pesados que el agua.,,2017-01-01,,°Bé (US heavy)
catalogos_clave_unidad1132,J16,Grado baume (luz de los EUA),Unidad de densidad relativa para líquidos más ligeros que el agua.,,2017-01-01,,°Bé (US light)
catalogos_clave_unidad1133,J17,Grado balling,"Unidad de densidad como medida del contenido de azúcar, especialmente de mosto de cerveza. Nombrado en honor de Karl Balling.",,2017-01-01,,°Balling
catalogos_clave_unidad1134,J18,Grado brix,Unidad de proporcion utilizada para medir la proporcion de masa de azúcar disuelta a agua de un líquido. Nombrado en honor de Adolf Brix,,2017-01-01,,°Bx
catalogos_clave_unidad1135,J19,Grado fahrenheit hora pie cuadrado por unidad térmica británica (termoquímico).,,,2017-01-01,,°F·h·ft²/Btuth
catalogos_clave_unidad1136,J2,Joule por kilogramo,,,2017-01-01,,J/kg
catalogos_clave_unidad1137,J20,Grado fahrenheit por kelvin,,,2017-01-01,,°F/K
catalogos_clave_unidad1138,J21,Grado fahrenheit por bar,,,2017-01-01,,°F/bar
catalogos_clave_unidad1139,J22,Grado fahrenheit hora pie cuadrado por unidad térmica británica (tabla internacional).,,,2017-01-01,,°F·h·ft²/BtuIT
catalogos_clave_unidad1140,J23,Grado fahrenheit por hora,,,2017-01-01,,°F/h
catalogos_clave_unidad1141,J24,Grado fahrenheit por minuto,,,2017-01-01,,°F/min
catalogos_clave_unidad1142,J25,Grado fahrenheit por segundo,,,2017-01-01,,°F/s
catalogos_clave_unidad1143,J26,Reciprocidad grado fahrenheit,,,2017-01-01,,1/°F
catalogos_clave_unidad1144,J27,Grado oechsle,"Unidad de densidad como medida del contenido de azúcar de mosto, el licor no fermentado del que se elabora el vino. Nombrado en honor de Ferdinand Oechsle.",,2017-01-01,,°Oechsle
catalogos_clave_unidad1145,J28,Grado rankine por hora,,,2017-01-01,,°R/h
catalogos_clave_unidad1146,J29,Grado rankine por minuto,,,2017-01-01,,°R/min
catalogos_clave_unidad1147,J30,Grado rankine por segundo,,,2017-01-01,,°R/s
catalogos_clave_unidad1148,J31,Grado twaddel.,"Unidad de densidad para líquidos que son más pesados que el agua. 1 grado Twaddle representa una diferencia en gravedad específica de 0,005.",,2017-01-01,,°Tw
catalogos_clave_unidad1149,J32,Micropoise,,,2017-01-01,,µP
catalogos_clave_unidad1150,J33,Microgramo por kilogramo,,,2017-01-01,,µg/kg
catalogos_clave_unidad1151,J34,Microgramo por metro cúbico kelvin,,,2017-01-01,,(µg/m³)/K
catalogos_clave_unidad1152,J35,Microgramo por metro cúbico bar,,,2017-01-01,,(µg/m³)/bar
catalogos_clave_unidad1153,J36,Microlitro por litro,,,2017-01-01,,µl/l
catalogos_clave_unidad1154,J38,Baud,"Es Unidad de medida utilizada en telecomunicaciones, que representa el número de símbolos por segundo en un medio de transmisión digital.1 Cada símbolo puede comprender 1 o más bits, dependiendo del esquema de modulación.",,2017-01-01,,Bd
catalogos_clave_unidad1155,J39,Unidad térmica británica (significado),,,2017-01-01,,Btu
catalogos_clave_unidad1156,J40,Unidad térmica británica (tabla internacional) pie por hora pie cuadrado grado fahrenheit.,,,2017-01-01,,BtuIT·ft/(h·ft²·°F)
catalogos_clave_unidad1157,J41,Unidad térmica británica (tabla internacional) pulgada por hora pie cuadrado grado fahrenheit.,,,2017-01-01,,BtuIT·in/(h·ft²·°F)
catalogos_clave_unidad1158,J42,Unidad térmica británica (tabla internacional) pulgada por segundo pie cuadrado grado fahrenheit.,,,2017-01-01,,BtuIT·in/(s·ft²·°F)
catalogos_clave_unidad1159,J43,Unidad térmica británica (tabla internacional) por libra grado fahrenheit,,,2017-01-01,,BtuIT/(lb·°F)
catalogos_clave_unidad1160,J44,Unidad térmica británica (tabla internacional) por minuto,,,2017-01-01,,BtuIT/min
catalogos_clave_unidad1161,J45,Unidad térmica británica (tabla internacional) por segundo,,,2017-01-01,,BtuIT/s
catalogos_clave_unidad1162,J46,Unidad térmica británica (termoquímico) pie por hora pie cuadrado grado fahrenheit.,,,2017-01-01,,Btuth·ft/(h·ft²·°F)
catalogos_clave_unidad1163,J47,Unidad térmica británica (termoquímica) por hora,,,2017-01-01,,Btuth/h
catalogos_clave_unidad1164,J48,Unidad térmica británica (termoquímico) pulgada por hora pie cuadrado grado fahrenheit.,,,2017-01-01,,Btuth·in/(h·ft²·°F)
catalogos_clave_unidad1165,J49,Unidad térmica británica (termoquímico) pulgada por segundo pie cuadrado grado fahrenheit.,,,2017-01-01,,Btuth·in/(s·ft²·°F)
catalogos_clave_unidad1166,J50,Unidad térmica británica (termoquímico) por libra grado fahrenheit,,,2017-01-01,,Btuth/(lb·°F)
catalogos_clave_unidad1167,J51,Unidad térmica británica (termoquímica) por minuto,,,2017-01-01,,Btuth/min
catalogos_clave_unidad1168,J52,Unidad térmica británica (termoquímica) por segundo,,,2017-01-01,,Btuth/s
catalogos_clave_unidad1169,J53,Culombio metro cuadrado por kilogramo,,,2017-01-01,,C·m²/kg
catalogos_clave_unidad1170,J54,Megabaud,Unidad de velocidad de transmisión de señal igual a 106 (1000000) eventos de señalización por segundo.,,2017-01-01,,MBd
catalogos_clave_unidad1171,J55,Watt segundo,,,2017-01-01,,W·s
catalogos_clave_unidad1172,J56,Bar por bar,,,2017-01-01,,bar/bar
catalogos_clave_unidad1173,J57,Barril (uk petróleo),Es el nombre de varias unidades de volumen usadas en el Reino Unido y en los Estados Unidos.,,2017-01-01,,bbl (UK liq.)
catalogos_clave_unidad1174,J58,Barril (petróleo UK) por minuto,,,2017-01-01,,bbl (UK liq.)/min
catalogos_clave_unidad1175,J59,Barril (petróleo UK) por día,,,2017-01-01,,bbl (UK liq.)/d
catalogos_clave_unidad1176,J60,Barril (petróleo UK) por hora,,,2017-01-01,,bbl (UK liq.)/h
catalogos_clave_unidad1177,J61,Barril (petróleo UK) por segundo,,,2017-01-01,,bbl (UK liq.)/s
catalogos_clave_unidad1178,J62,Barril (petróleo estados unidos) por hora,,,2017-01-01,,bbl (US)/h
catalogos_clave_unidad1179,J63,Barril (petróleo estados unidos) por segundo,,,2017-01-01,,bbl (US)/s
catalogos_clave_unidad1180,J64,Bushel (UK) por día ,,,2017-01-01,,bu (UK)/d
catalogos_clave_unidad1181,J65,Bushel (UK) por hora,,,2017-01-01,,bu (UK)/h
catalogos_clave_unidad1182,J66,Bushel (UK) por minuto,,,2017-01-01,,bu (UK)/min
catalogos_clave_unidad1183,J67,Bushel (UK) por segundo,,,2017-01-01,,bu (UK)/s
catalogos_clave_unidad1184,J68,"Bushel (seco,estados unidos) por día",,,2017-01-01,,bu (US dry)/d
catalogos_clave_unidad1185,J69,"Bushel (seco,estados unidos) por hora",,,2017-01-01,,bu (US dry)/h
catalogos_clave_unidad1186,J70,"Bushel (seco,estados unidos) por minuto",,,2017-01-01,,bu (US dry)/min
catalogos_clave_unidad1187,J71,"Bushel (seco,estados unidos) por segundo",,,2017-01-01,,bu (US dry)/s
catalogos_clave_unidad1188,J72,Centinewton metro,,,2017-01-01,,cN·m
catalogos_clave_unidad1189,J73,Centipoise por kelvin,,,2017-01-01,,cP/K
catalogos_clave_unidad1190,J74,Centipoise por bar,,,2017-01-01,,cP/bar
catalogos_clave_unidad1191,J75,Caloría,"Unidad de energía térmica, de símbolo cal, que equivale a la cantidad de calor necesaria para elevar 1 grado centígrado la temperatura de 1 gramo de agua.",,2017-01-01,,cal
catalogos_clave_unidad1192,J76,Caloría (tabla internacional) por gramo gadro celsius,,,2017-01-01,,calIT/(g·°C)
catalogos_clave_unidad1193,J78,Caloría (termoquímica) por centímetro segundo grado celsius,,,2017-01-01,,calth/(cm·s·°C)
catalogos_clave_unidad1194,J79,Caloría (termoquímico) por gramo gadro celsius,,,2017-01-01,,calth/(g·°C)
catalogos_clave_unidad1195,J81,Caloría (termoquímica) por minuto,,,2017-01-01,,calth/min
catalogos_clave_unidad1196,J82,Caloría (termoquímica) por segundo,,,2017-01-01,,calth/s
catalogos_clave_unidad1197,J83,Clo,Clo es una unidad de medida empleada para el índice de indumento.,,2017-01-01,,clo
catalogos_clave_unidad1198,J84,Centímetro por segundo kelvin,,,2017-01-01,,(cm/s)/K
catalogos_clave_unidad1199,J85,Centímetro por segundo bar,,,2017-01-01,,(cm/s)/bar
catalogos_clave_unidad1200,J87,Centímetro cúbico por metro cúbico,,,2017-01-01,,cm³/m³
catalogos_clave_unidad1201,J89,Centímetro de mercurio,,Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.,2017-07-26,,Cm Hg
catalogos_clave_unidad1202,J90,Decímetro cúbico por día,,,2017-01-01,,dm³/d
catalogos_clave_unidad1203,J91,Decímetro cúbico por metro cúbico,,,2017-01-01,,dm³/m³
catalogos_clave_unidad1204,J92,Decímetro cúbico por minuto,,,2017-01-01,,dm³/min
catalogos_clave_unidad1205,J93,Decímetro cúbico por segundo,,,2017-01-01,,dm³/s
catalogos_clave_unidad1206,J94,Dyne centímetro,,Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.,2017-07-26,,Dyn · cm
catalogos_clave_unidad1207,J95,"Onza (fluido, UK) por día",,,2017-01-01,,fl oz (UK)/d
catalogos_clave_unidad1208,J96,"Onza (fluido, UK) por hora",,,2017-01-01,,fl oz (UK)/h
catalogos_clave_unidad1209,J97,"Onza (fluido, UK) por minuto",,,2017-01-01,,fl oz (UK)/min
catalogos_clave_unidad1210,J98,"Onza (fluido, UK) por segundo",,,2017-01-01,,fl oz (UK)/s
catalogos_clave_unidad1211,J99,"Onza (fluido, estados unidos) por día",,,2017-01-01,,fl oz (US)/d
catalogos_clave_unidad1212,JB,Jumbo,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",2017-07-26,,
catalogos_clave_unidad1213,JE,Joule por kelvin,"Es el aumento de entropía de un sistema que recibe una cantidad de calor de 1 joule, a la temperatura termodinámica constante de 1 kelvin, siempre que en el sistema no tenga lugar ninguna transformación irreversible.",,2017-01-01,,J/K
catalogos_clave_unidad1214,JK,Megajoule por kilogramo,,,2017-01-01,,MJ/kg
catalogos_clave_unidad1215,JM,Megajoule por metro cúbico,,,2017-01-01,,MJ/m³
catalogos_clave_unidad1216,JNT,Junta de tubería,Un recuento del número de juntas de la tubería.,,2017-01-01,,
catalogos_clave_unidad1217,Jo,Articulación,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",2017-07-26,,
catalogos_clave_unidad1218,JOU,Joule,"Es el trabajo producido por una fuerza de 1 newton, cuyo punto de aplicación se desplaza 1 metro en la dirección de la fuerza. ",,2017-01-01,,J
catalogos_clave_unidad1219,JPS,Cien metros,Unidad de conteo que define el número de longitudes de 100 metros.,,2017-01-01,,
catalogos_clave_unidad1220,JWL,Número de joyas,Unidad de cuenta que define el número de joyas (joya: piedra preciosa).,,2017-01-01,,
catalogos_clave_unidad1221,K1,Demanda de kilowatt,Unidad de medida que define la carga de potencia medida a intervalos predeterminados.,,2017-01-01,,
catalogos_clave_unidad1222,K10,"Onza (fluido, estados unidos) por hora",,,2017-01-01,,fl oz (US)/h
catalogos_clave_unidad1223,K11,"Onza (fluido, estados unidos) por minuto",,,2017-01-01,,fl oz (US)/min
catalogos_clave_unidad1224,K12,"Onza (fluido, estados unidos) por segundo",,,2017-01-01,,fl oz (US)/s
catalogos_clave_unidad1225,K13,Pie por grado fahrenheit,,,2017-01-01,,ft/°F
catalogos_clave_unidad1226,K14,Pie por hora,,,2017-01-01,,ft/h
catalogos_clave_unidad1227,K15,Pie libra-fuerza por hora,,,2017-01-01,,ft·lbf/h
catalogos_clave_unidad1228,K16,Pie libra-fuerza por minuto,,,2017-01-01,,ft·lbf/min
catalogos_clave_unidad1229,K17,Pie por psi (libra por pulgada cuadrada),,,2017-01-01,,ft/psi
catalogos_clave_unidad1230,K18,Pie por segundo grado fahrenheit,,,2017-01-01,,(ft/s)/°F
catalogos_clave_unidad1231,K19,Pie por segundo psi (libra por pulgada cuadrada),,,2017-01-01,,(ft/s)/psi
catalogos_clave_unidad1232,K2,Kilovoltios amperios demanda reactiva,Unidad de medida que define la demanda de potencia reactiva igual a un kilovoltioio de potencia reactiva.,,2017-01-01,,
catalogos_clave_unidad1233,K20,Reciprocidad del pie cuadrado,,,2017-01-01,,1/ft³
catalogos_clave_unidad1234,K21,Pie cúbico por grado fahrenheit,,,2017-01-01,,ft³/°F
catalogos_clave_unidad1235,K22,Pie cúbico por día,,,2017-01-01,,ft³/d
catalogos_clave_unidad1236,K23,Pie cúbico por psi (libra por pulgada cuadrada),,,2017-01-01,,ft³/psi
catalogos_clave_unidad1237,K24,Pie de agua,,Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.,2017-07-26,,Ft H $ ₂ $ O
catalogos_clave_unidad1238,K25,Pie de mercurio,,Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.,2017-07-26,,Ft Hg
catalogos_clave_unidad1239,K26,Galón (UK) por día,,,2017-01-01,,gal (UK)/d
catalogos_clave_unidad1240,K27,Galón (UK) por hora,,,2017-01-01,,gal (UK)/h
catalogos_clave_unidad1241,K28,Galón (UK) por segundo,,,2017-01-01,,gal (UK)/s
catalogos_clave_unidad1242,K3,Kilovoltio amperio hora reactivo,Unidad de medida que define la energía reactiva acumulada igual a un kilovoltioio de potencia reactiva por hora.,,2017-01-01,,kvar·h
catalogos_clave_unidad1243,K30,"Galón (líquido, EUA) por segundo",,,2017-01-01,,gal (US liq.)/s
catalogos_clave_unidad1244,K31,Gramo-fuerza por centímetro cuadrado,,,2017-01-01,,gf/cm²
catalogos_clave_unidad1245,K32,Gill (UK) por día,"Gill es una unidad de volumen inglesa en el sistema imperial y en los Estados Unidos. La versión imperial usada en el UK es de 5 onzas líquidas, y es equivalente a 142,0653125 ml; mientras que en los EUA es de 4 onzas líquidas, y es equivalente a 118,29411825 ml.",,2017-01-01,,gi (UK)/d
catalogos_clave_unidad1246,K33,Gill (UK) por hora,,,2017-01-01,,gi (UK)/h
catalogos_clave_unidad1247,K34,Gill (UK) por minuto,,,2017-01-01,,gi (UK)/min
catalogos_clave_unidad1248,K35,Gill (UK) por segundo,,,2017-01-01,,gi (UK)/s
catalogos_clave_unidad1249,K36,Gill (estados unidos) por día,,,2017-01-01,,gi (US)/d
catalogos_clave_unidad1250,K37,Gill (estados unidos) por hora,,,2017-01-01,,gi (US)/h
catalogos_clave_unidad1251,K38,Gill (estados unidos) por minuto,,,2017-01-01,,gi (US)/min
catalogos_clave_unidad1252,K39,Gill (estados unidos) por segundo,,,2017-01-01,,gi (US)/s
catalogos_clave_unidad1253,K40,Aceleración estándar de la caída libre,Es la aceleración nominal de la gravedad de un objeto en un vacío cerca de la superficie de la Tierra.,,2017-01-01,,gn
catalogos_clave_unidad1254,K41,Grano por galón (EUA),,,2017-01-01,,gr/gal (US)
catalogos_clave_unidad1255,K42,Caballo de fuerza de caldera ,"Es la cantidad de energía requerida para producir 34,5 libras (15,65 kg) de vapor por hora a presión y temperatura 0 psig (0 bar) y 212 o F (100 o C) - con agua de alimentación a presión 0 psig y la temperatura 212 o F.",,2017-01-01,,boiler hp
catalogos_clave_unidad1256,K43,Caballo de fuerza (eléctrico),Es una unidad de medida de potencia (la velocidad a la que el trabajo se realiza).,,2017-01-01,,electric hp
catalogos_clave_unidad1257,K45,Pulgada por grado fahrenheit,,,2017-01-01,,in/°F
catalogos_clave_unidad1258,K46,Pulgada por psi (libra por pulgada cuadrada),,,2017-01-01,,in/psi
catalogos_clave_unidad1259,K47,Pulgada por segundo grado fahrenheit,,,2017-01-01,,(in/s)/°F
catalogos_clave_unidad1260,K48,Pulgada por segundo psi (libra por pulgada cuadrada),,,2017-01-01,,(in/s)/psi
catalogos_clave_unidad1261,K49,Reciprocidad de la pulgada cuadrada,,,2017-01-01,,1/in³
catalogos_clave_unidad1262,K5,Kilovoltios amperios (reactivos),Utilice kilovar (código común KVR),Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.,2017-07-26,,Kvar
catalogos_clave_unidad1263,K50,Kilobaud,Unidad de velocidad de transmisión de señal igual a 10³ (1000) eventos de señalización por segundo.,,2017-01-01,,kBd
catalogos_clave_unidad1264,K51,Kilocaloría (significado),,,2017-01-01,,kcal
catalogos_clave_unidad1265,K52,Kilocaloría (tabla internacional) por hora metro grado celsius,,,2017-01-01,,kcal/(m·h·°C)
catalogos_clave_unidad1266,K53,Kilocaloría (termoquímico),,,2017-01-01,,kcalth
catalogos_clave_unidad1267,K54,Kilocaloría (termoquímica) por minuto,,,2017-01-01,,kcalth/min
catalogos_clave_unidad1268,K55,Kilocaloría (termoquímica) por segundo,,,2017-01-01,,kcalth/s
catalogos_clave_unidad1269,K58,KiloMol por hora,,,2017-01-01,,kmol/h
catalogos_clave_unidad1270,K59,KiloMol por metro cúbico kelvin,,,2017-01-01,,(kmol/m³)/K
catalogos_clave_unidad1271,K6,Kilolitro,,,2017-01-01,,kl
catalogos_clave_unidad1272,K60,KiloMol por metro cúbico bar,,,2017-01-01,,(kmol/m³)/bar
catalogos_clave_unidad1273,K61,KiloMol por minuto,,,2017-01-01,,kmol/min
catalogos_clave_unidad1274,K62,Litro por litro,,,2017-01-01,,l/l
catalogos_clave_unidad1275,K63,Reciprocidad del litro,,,2017-01-01,,1/l
catalogos_clave_unidad1276,K64,Libra (avoirdupois) por grado fahrenheit,,,2017-01-01,,lb/°F
catalogos_clave_unidad1277,K65,Libra (avoirdupois) pie cuadrado,,,2017-01-01,,lb·ft²
catalogos_clave_unidad1278,K66,Libra (avoirdupois) por día,,,2017-01-01,,lb/d
catalogos_clave_unidad1279,K67,Libra por pie hora,,,2017-01-01,,lb/(ft·h)
catalogos_clave_unidad1280,K68,Libra por pie segundo,,,2017-01-01,,lb/(ft·s)
catalogos_clave_unidad1281,K69,Libra (avoirdupois) por pie cúbico grado fahrenheit,,,2017-01-01,,(lb/ft³)/°F
catalogos_clave_unidad1282,K70,Libra (avoirdupois) por pie cúbico psi,,,2017-01-01,,(lb/ft³)/psi
catalogos_clave_unidad1283,K71,Libra (avoirdupois) por galón (UK),,,2017-01-01,,lb/gal (UK)
catalogos_clave_unidad1284,K73,Libra (avoirdupois) por hora grados fahrenheit,,,2017-01-01,,(lb/h)/°F
catalogos_clave_unidad1285,K74,Libra (avoirdupois) por hora libra-fuerza por pulgada cuadrada,,,2017-01-01,,(lb/h)/psi
catalogos_clave_unidad1286,K75,Libra (avoirdupois) por pulgada cúbica grado fahrenheit,,,2017-01-01,,(lb/in³)/°F
catalogos_clave_unidad1287,K76,Libra (avoirdupois) por pulgada cúbica psi,,,2017-01-01,,(lb/in³)/psi
catalogos_clave_unidad1288,K77,Libra (avoirdupois) por psi,,,2017-01-01,,lb/psi
catalogos_clave_unidad1289,K78,Libra (avoirdupois) por minuto,,,2017-01-01,,lb/min
catalogos_clave_unidad1290,K79,Libra (avoirdupois) por minuto grados fahrenheit,,,2017-01-01,,lb/(min·°F)
catalogos_clave_unidad1291,K80,Libra (avoirdupois) por minuto libra-fuerza por pulgada cuadrada,,,2017-01-01,,(lb/min)/psi
catalogos_clave_unidad1292,K81,Libra (avoirdupois) por segundo,,,2017-01-01,,lb/s
catalogos_clave_unidad1293,K82,Libra (avoirdupois)por segundo grados fahrenheit,,,2017-01-01,,(lb/s)/°F
catalogos_clave_unidad1294,K83,Libra (avoirdupois) por segundo libra-fuerza por pulgada cuadrada,,,2017-01-01,,(lb/s)/psi
catalogos_clave_unidad1295,K84,Libra por yarda cúbica ,,,2017-01-01,,lb/yd³
catalogos_clave_unidad1296,K85,Libra-fuerza por pie cuadrado,,,2017-01-01,,lbf/ft²
catalogos_clave_unidad1297,K86,Libra-fuerza por pulgada cuadrada grados fahrenheit,,,2017-01-01,,psi/°F
catalogos_clave_unidad1298,K87,Libra-fuerza por pulgada cuadrada pulgada cúbica por segundo,,,2017-01-01,,psi·in³/s
catalogos_clave_unidad1299,K88,Libra-fuerza por pulgada cuadrada litro por segundo,,,2017-01-01,,psi·l/s
catalogos_clave_unidad1300,K89,Libra-fuerza por pulgada cuadrada metro cúbico por segundo,,,2017-01-01,,psi·m³/s
catalogos_clave_unidad1301,K90,Libra-fuerza por pulgada cuadrada yarda cúbica por segundo,,,2017-01-01,,psi·yd³/s
catalogos_clave_unidad1302,K91,Libra-fuerza segundo por pie cuadrado,,,2017-01-01,,lbf·s/ft²
catalogos_clave_unidad1303,K92,Libra-fuerza segundo por pulgada cuadrada,,,2017-01-01,,lbf·s/in²
catalogos_clave_unidad1304,K93,Reciprocidad psi,,,2017-01-01,,1/psi
catalogos_clave_unidad1305,K94,"Cuarto (líquido, UK) por día",,,2017-01-01,,qt (UK liq.)/d
catalogos_clave_unidad1306,K95,"Cuarto (líquido, UK) por hora",,,2017-01-01,,qt (UK liq.)/h
catalogos_clave_unidad1307,K96,"Cuarto (líquido, UK) por minuto",,,2017-01-01,,qt (UK liq.)/min
catalogos_clave_unidad1308,K97,"Cuarto (líquido, UK) por segundo",,,2017-01-01,,qt (UK liq.)/s
catalogos_clave_unidad1309,K98,"Cuarto (líquido, estados unidos) por día",,,2017-01-01,,qt (US liq.)/d
catalogos_clave_unidad1310,K99,"Cuarto (líquido, estados unidos) por hora",,,2017-01-01,,qt (US liq.)/h
catalogos_clave_unidad1311,KA,Pastel,Unidad de conteo que define el número de pasteles (torta: objeto en forma de una masa plana y compacta).,,2017-01-01,,
